day1;day2;occupation1;occupation2;power1;power2
0.500000000000000;0.800000000000000;3;5;0.755691120000000;0.747135260000000
0.500000000000000;0.800000000000000;3;5;0.339650560000000;1.37031140000000
0.500000000000000;0.800000000000000;3;5;0.222167740000000;0.759629780000000
0.500000000000000;0.800000000000000;3;5;0.404499670000000;1.12568680000000
0.500000000000000;0.800000000000000;3;5;0.956347440000000;1.91092610000000
0.500000000000000;0.800000000000000;3;5;0.329248440000000;2.80363820000000
0.500000000000000;0.800000000000000;3;5;0.300804330000000;1.25683360000000
0.500000000000000;0.800000000000000;3;5;0.283995780000000;1.41981410000000
0.500000000000000;0.800000000000000;3;5;0.351479690000000;1.99539110000000
0.500000000000000;0.800000000000000;3;5;0.889322670000000;1.19896930000000
0.500000000000000;0.800000000000000;3;5;0.397637150000000;1.58292870000000
0.500000000000000;0.800000000000000;3;5;0.333269440000000;1.45528450000000
0.500000000000000;0.800000000000000;3;5;0.281210320000000;1.65201010000000
0.500000000000000;0.800000000000000;3;5;0.296677530000000;1.15433620000000
0.500000000000000;0.800000000000000;3;5;0.811168480000000;1.10166600000000
0.500000000000000;0.800000000000000;3;5;0.324164740000000;1.14421980000000
0.500000000000000;0.800000000000000;3;5;0.273568920000000;1.88061110000000
0.500000000000000;0.800000000000000;3;5;1.76404610000000;1.43440880000000
0.500000000000000;0.800000000000000;3;5;1.72470930000000;1.21708120000000
0.500000000000000;0.800000000000000;3;5;1.84985790000000;1.03791830000000
0.500000000000000;0.800000000000000;3;5;1.16236070000000;1.65486140000000
0.500000000000000;0.150000000000000;3;5;1.06213290000000;1.93325290000000
0.500000000000000;0.150000000000000;3;5;1.09732400000000;2.31607890000000
0.500000000000000;0.150000000000000;3;5;1.03779510000000;2.16034180000000
0.500000000000000;0.150000000000000;3;5;1.57116030000000;1.30082780000000
0.500000000000000;0.150000000000000;3;5;1.06476380000000;1.45107140000000
0.500000000000000;0.150000000000000;3;5;1.08584930000000;0.491745060000000
0.500000000000000;0.150000000000000;3;5;1.40751080000000;0.322652780000000
0.500000000000000;0.150000000000000;3;5;1.29790760000000;0.316240930000000
0.500000000000000;0.150000000000000;3;5;3.05772160000000;1.27290640000000
0.500000000000000;0.150000000000000;3;5;2.57962080000000;0.740971190000000
0.500000000000000;0.150000000000000;3;5;1.65687600000000;0.332930560000000
0.500000000000000;0.150000000000000;3;5;1.65054390000000;0.412632850000000
0.500000000000000;0.150000000000000;3;5;0.822501890000000;0.398101330000000
0.500000000000000;0.150000000000000;3;5;2.06312530000000;1.06591070000000
0.500000000000000;0.150000000000000;3;5;2.25413080000000;0.789174220000000
0.500000000000000;0.150000000000000;3;5;1.92007500000000;0.527358000000000
0.500000000000000;0.150000000000000;3;5;1.64173410000000;0.358863330000000
0.500000000000000;0.150000000000000;3;5;0.251759330000000;0.313478220000000
0.500000000000000;0.150000000000000;3;5;1.10655730000000;0.884484000000000
0.500000000000000;0.150000000000000;3;5;0.505022970000000;0.598565670000000
0.500000000000000;0.150000000000000;3;5;1.03460480000000;0.700944510000000
0.500000000000000;0.150000000000000;3;5;0.344328920000000;0.501707110000000
0.500000000000000;0.150000000000000;3;5;0.972506440000000;0.303805450000000
0.500000000000000;0.150000000000000;3;5;0.400544510000000;0.918527560000000
0.500000000000000;0.150000000000000;3;5;0.812635820000000;0.335701440000000
0.500000000000000;0.150000000000000;3;5;0.620753890000000;0.588473860000000
0.500000000000000;0.150000000000000;3;5;0.370895560000000;0.740225110000000
0.500000000000000;0.150000000000000;3;5;0.872119220000000;0.367784790000000
