day;occupation;power
0.250000000000000;3;2.11068000000000
0.250000000000000;3;2.83017880000000
0.250000000000000;3;2.78866080000000
0.250000000000000;3;2.28967180000000
0.250000000000000;3;2.23691010000000
0.250000000000000;3;2.23564590000000
0.250000000000000;3;2.75830810000000
0.250000000000000;3;2.03589620000000
0.250000000000000;3;2.12210010000000
0.250000000000000;3;2.58222010000000
0.250000000000000;3;2.05388820000000
0.250000000000000;3;2.66070750000000
0.250000000000000;3;2.19675650000000
0.250000000000000;3;2.88861100000000
0.250000000000000;3;2.36889420000000
0.250000000000000;3;2.24480940000000
0.250000000000000;3;2.18567960000000
0.250000000000000;3;2.10217780000000
0.250000000000000;3;2.80996510000000
0.250000000000000;3;1.81032570000000
0.250000000000000;3;1.62606420000000
0.250000000000000;3;1.73574870000000
0.250000000000000;3;1.54121360000000
0.300000000000000;3;1.18214270000000
0.300000000000000;3;0.868388670000000
0.300000000000000;3;0.296350110000000
0.300000000000000;3;0.330349890000000
0.300000000000000;3;0.856320090000000
0.300000000000000;3;0.333860400000000
0.300000000000000;3;0.334219220000000
0.300000000000000;3;0.273355670000000
0.300000000000000;3;0.360437330000000
0.300000000000000;3;0.894370810000000
0.300000000000000;3;0.375963740000000
0.300000000000000;3;0.364661890000000
0.300000000000000;3;0.289042890000000
0.300000000000000;3;0.361585000000000
0.300000000000000;3;0.873530110000000
0.300000000000000;3;0.338107100000000
0.300000000000000;3;0.323641780000000
0.300000000000000;3;0.252462180000000
0.300000000000000;3;0.399026890000000
0.300000000000000;3;0.761986680000000
0.300000000000000;3;1.44291270000000
0.300000000000000;3;1.63414820000000
0.300000000000000;3;1.20411710000000
0.300000000000000;3;1.22814700000000
0.300000000000000;3;1.65837010000000
0.300000000000000;3;1.09868420000000
0.300000000000000;3;0.949084890000000
0.300000000000000;3;0.965876360000000
0.300000000000000;3;1.06822110000000
0.300000000000000;3;1.98472610000000
0.300000000000000;3;1.30052450000000
0.300000000000000;3;1.53373480000000
0.300000000000000;3;1.61289220000000
0.300000000000000;3;1.40411230000000
0.300000000000000;3;2.13105140000000
0.300000000000000;3;3.20459930000000
0.300000000000000;3;3.34882820000000
0.300000000000000;3;2.90838720000000
0.300000000000000;3;2.99472420000000
0.300000000000000;3;1.42824620000000
0.300000000000000;3;0.961119130000000
0.300000000000000;3;2.02443180000000
0.300000000000000;3;2.06580080000000
0.300000000000000;3;1.95564230000000
0.300000000000000;3;1.83363560000000
0.300000000000000;3;1.89555700000000
0.300000000000000;3;1.79387380000000
0.300000000000000;3;2.13507320000000
0.300000000000000;3;2.09627850000000
0.300000000000000;3;1.23877360000000
0.300000000000000;3;2.15063050000000
0.300000000000000;3;1.26859470000000
0.300000000000000;3;1.90422680000000
0.300000000000000;3;1.38109270000000
0.300000000000000;3;1.90407660000000
0.300000000000000;3;2.18413320000000
0.300000000000000;3;3.09807870000000
0.300000000000000;3;1.47293290000000
0.300000000000000;3;1.34054850000000
0.300000000000000;3;1.77752520000000
0.300000000000000;3;1.58215800000000
0.300000000000000;3;1.39073100000000
0.300000000000000;3;1.87443370000000
0.300000000000000;3;1.34396380000000
0.300000000000000;3;1.18430390000000
0.300000000000000;3;1.87686890000000
0.300000000000000;3;1.19714200000000
0.300000000000000;3;1.16908150000000
0.300000000000000;3;2.79525090000000
0.300000000000000;3;2.07865800000000
0.300000000000000;3;1.18452580000000
0.300000000000000;3;0.982612110000000
0.300000000000000;3;1.55439560000000
0.300000000000000;3;1.02641960000000
0.300000000000000;3;0.969449110000000
0.300000000000000;3;1.63342660000000
0.300000000000000;3;1.09988610000000
0.300000000000000;3;1.11830010000000
0.300000000000000;3;1.23553030000000
0.300000000000000;3;3.13063570000000
0.300000000000000;3;3.35530960000000
0.300000000000000;3;2.81175340000000
0.300000000000000;3;2.65829000000000
0.300000000000000;3;3.25901460000000
0.300000000000000;3;2.27176860000000
0.300000000000000;3;2.18881630000000
0.300000000000000;3;2.15311220000000
0.300000000000000;3;1.92108290000000
0.300000000000000;3;2.05848720000000
0.300000000000000;3;1.49951120000000
0.300000000000000;3;1.43977890000000
0.300000000000000;3;1.33472480000000
0.300000000000000;3;1.57301270000000
0.300000000000000;3;0.977359380000000
0.300000000000000;3;0.909191660000000
0.300000000000000;3;3.00616310000000
0.350000000000000;3;0.919948560000000
0.350000000000000;3;1.49875410000000
0.350000000000000;3;2.25057590000000
0.350000000000000;3;0.740722910000000
0.350000000000000;3;0.371081110000000
0.350000000000000;3;0.948622530000000
0.350000000000000;3;0.299150560000000
0.350000000000000;3;0.356093330000000
0.350000000000000;3;0.273278440000000
0.350000000000000;3;0.359316240000000
0.350000000000000;3;0.963482670000000
0.350000000000000;3;0.371765330000000
0.350000000000000;3;0.450748110000000
0.350000000000000;3;0.360794230000000
0.350000000000000;3;0.496936000000000
0.350000000000000;3;0.769582330000000
0.350000000000000;3;0.293705780000000
0.350000000000000;3;0.395817890000000
0.350000000000000;3;0.301637260000000
0.350000000000000;3;0.360969330000000
0.350000000000000;3;1.96961190000000
0.350000000000000;3;1.45948880000000
0.350000000000000;3;1.28587220000000
0.350000000000000;3;0.922628410000000
0.350000000000000;3;0.949406230000000
0.350000000000000;3;1.52078830000000
0.350000000000000;3;0.778075030000000
0.350000000000000;3;0.967812680000000
0.350000000000000;3;1.91691490000000
0.350000000000000;3;1.80939580000000
0.350000000000000;3;2.35954880000000
0.350000000000000;3;1.98357770000000
0.350000000000000;3;2.34164000000000
0.350000000000000;3;3.66306810000000
0.350000000000000;3;3.40028310000000
0.350000000000000;3;2.84865480000000
0.350000000000000;3;2.66340790000000
0.350000000000000;3;2.74998660000000
0.350000000000000;3;0.589705000000000
0.350000000000000;3;0.927226300000000
0.350000000000000;3;0.503261740000000
0.350000000000000;3;0.449717330000000
0.350000000000000;3;0.868325420000000
0.350000000000000;3;0.330841490000000
0.350000000000000;3;0.925110110000000
0.350000000000000;3;0.485687570000000
0.350000000000000;3;0.406589000000000
0.350000000000000;3;1.20711360000000
0.350000000000000;3;0.896006000000000
0.350000000000000;3;0.912548670000000
0.350000000000000;3;1.60025010000000
0.350000000000000;3;1.29200390000000
0.350000000000000;3;1.19451140000000
0.350000000000000;3;1.71479930000000
0.350000000000000;3;0.995505780000000
0.350000000000000;3;1.60570580000000
0.350000000000000;3;1.72289700000000
0.350000000000000;3;1.70811040000000
0.350000000000000;3;2.03417980000000
0.350000000000000;3;1.69096770000000
0.350000000000000;3;1.09872610000000
0.350000000000000;3;1.17668170000000
0.350000000000000;3;1.77094800000000
0.350000000000000;3;1.09856430000000
0.350000000000000;3;1.10033350000000
0.350000000000000;3;1.63526310000000
0.350000000000000;3;1.11557960000000
0.350000000000000;3;1.15484970000000
0.350000000000000;3;2.03411480000000
0.350000000000000;3;2.68181160000000
0.350000000000000;3;1.18188650000000
0.350000000000000;3;0.960367190000000
0.350000000000000;3;0.891934630000000
0.350000000000000;3;1.43579220000000
0.350000000000000;3;0.971466930000000
0.350000000000000;3;1.03238800000000
0.350000000000000;3;1.14508150000000
0.350000000000000;3;1.77353050000000
0.350000000000000;3;2.82028670000000
0.350000000000000;3;2.48355780000000
0.350000000000000;3;3.31508250000000
0.350000000000000;3;3.86363620000000
0.350000000000000;3;3.04327480000000
0.350000000000000;3;3.25672070000000
0.350000000000000;3;2.28220370000000
0.350000000000000;3;2.59710910000000
0.350000000000000;3;2.30824810000000
0.350000000000000;3;2.13026080000000
0.350000000000000;3;2.01621440000000
0.350000000000000;3;2.17219310000000
0.350000000000000;3;2.84236230000000
0.350000000000000;3;2.06776210000000
0.350000000000000;3;1.82115490000000
0.350000000000000;3;1.89555730000000
0.350000000000000;3;1.59524790000000
0.350000000000000;3;2.18195870000000
0.700000000000000;3;0.724997000000000
0.700000000000000;3;0.736914130000000
0.700000000000000;3;0.612188790000000
0.700000000000000;3;0.684321020000000
0.700000000000000;3;0.950067220000000
0.700000000000000;3;0.315201550000000
0.700000000000000;3;0.440632700000000
0.700000000000000;3;0.423179130000000
0.700000000000000;3;0.449481670000000
0.700000000000000;3;1.04941770000000
0.700000000000000;3;0.285870780000000
0.700000000000000;3;0.348141670000000
0.700000000000000;3;0.326733150000000
0.700000000000000;3;0.360861110000000
0.700000000000000;3;0.366159710000000
0.700000000000000;3;0.947538820000000
0.700000000000000;3;0.399781670000000
0.700000000000000;3;0.323226000000000
0.700000000000000;3;0.364239000000000
0.700000000000000;3;0.450501560000000
0.700000000000000;3;1.61624080000000
0.700000000000000;3;2.36497170000000
0.700000000000000;3;1.36985450000000
0.700000000000000;3;1.04877530000000
0.700000000000000;3;1.11947270000000
0.700000000000000;3;1.05273730000000
0.700000000000000;3;1.69134550000000
0.700000000000000;3;1.17438810000000
0.700000000000000;3;2.13648320000000
0.700000000000000;3;2.16659690000000
0.700000000000000;3;2.04350260000000
0.700000000000000;3;2.45380600000000
0.700000000000000;3;2.83819570000000
0.700000000000000;3;3.11864780000000
0.700000000000000;3;3.62493030000000
0.700000000000000;3;4.20380950000000
0.700000000000000;3;3.49074440000000
0.700000000000000;3;2.91552170000000
0.700000000000000;3;1.95373350000000
0.700000000000000;3;2.06682120000000
0.700000000000000;3;1.99036140000000
0.700000000000000;3;2.06877900000000
0.700000000000000;3;2.10713270000000
0.700000000000000;3;2.00224030000000
0.700000000000000;3;0.648439070000000
0.700000000000000;3;1.24767370000000
0.700000000000000;3;0.465796670000000
0.700000000000000;3;1.39521700000000
0.700000000000000;3;0.925384760000000
0.700000000000000;3;1.80159100000000
0.700000000000000;3;1.23325610000000
0.700000000000000;3;1.17531040000000
0.700000000000000;3;1.74705580000000
0.700000000000000;3;1.13717920000000
0.700000000000000;3;1.42335650000000
0.700000000000000;3;1.39516450000000
0.700000000000000;3;1.21003140000000
0.700000000000000;3;1.62376870000000
0.700000000000000;3;1.36489490000000
0.700000000000000;3;1.26772770000000
0.700000000000000;3;1.47240570000000
0.700000000000000;3;1.79507910000000
0.700000000000000;3;1.23962130000000
0.700000000000000;3;1.11213500000000
0.700000000000000;3;1.63087090000000
0.700000000000000;3;1.15779510000000
0.700000000000000;3;1.07950910000000
0.700000000000000;3;1.27094360000000
0.700000000000000;3;2.54923880000000
0.700000000000000;3;1.97678420000000
0.700000000000000;3;1.38551500000000
0.700000000000000;3;1.71908590000000
0.700000000000000;3;1.21846670000000
0.700000000000000;3;1.47999880000000
0.700000000000000;3;1.41861920000000
0.700000000000000;3;1.83194950000000
0.700000000000000;3;1.14695050000000
0.700000000000000;3;1.17838940000000
0.700000000000000;3;1.20472810000000
0.700000000000000;3;1.70605560000000
0.700000000000000;3;1.26846520000000
0.700000000000000;3;1.46793260000000
0.700000000000000;3;2.24337760000000
0.700000000000000;3;2.77212880000000
0.700000000000000;3;2.07292610000000
0.700000000000000;3;2.37121380000000
0.700000000000000;3;2.81679060000000
0.700000000000000;3;3.60384270000000
0.700000000000000;3;2.67077860000000
0.700000000000000;3;2.13776800000000
0.700000000000000;3;2.36517010000000
0.700000000000000;3;2.29668020000000
0.700000000000000;3;2.72855410000000
0.700000000000000;3;1.66509870000000
0.700000000000000;3;1.58283790000000
0.700000000000000;3;1.68455660000000
0.800000000000000;3;1.38798290000000
0.800000000000000;3;0.817695330000000
0.800000000000000;3;0.689922200000000
0.800000000000000;3;0.290257620000000
0.800000000000000;3;0.345681890000000
0.800000000000000;3;0.841947500000000
0.800000000000000;3;0.381584320000000
0.800000000000000;3;0.318550440000000
0.800000000000000;3;0.315659890000000
0.800000000000000;3;0.353584220000000
0.800000000000000;3;0.674307560000000
0.800000000000000;3;0.624785900000000
0.800000000000000;3;0.334116110000000
0.800000000000000;3;0.393025360000000
0.800000000000000;3;0.377033560000000
0.800000000000000;3;0.441347610000000
0.800000000000000;3;0.831751390000000
0.800000000000000;3;0.249248500000000
0.800000000000000;3;0.333907230000000
0.800000000000000;3;0.284625420000000
0.800000000000000;3;1.60533210000000
0.800000000000000;3;2.65037970000000
0.800000000000000;3;1.54081810000000
0.800000000000000;3;1.48803560000000
0.800000000000000;3;1.34948600000000
0.800000000000000;3;1.34545310000000
0.800000000000000;3;1.89246190000000
0.800000000000000;3;2.00532320000000
0.800000000000000;3;2.41802810000000
0.800000000000000;3;2.34788110000000
0.800000000000000;3;2.62348440000000
0.800000000000000;3;3.36863520000000
0.800000000000000;3;4.23748500000000
0.800000000000000;3;4.10339270000000
0.800000000000000;3;3.58493770000000
0.800000000000000;3;3.77539980000000
0.800000000000000;3;1.61759120000000
0.800000000000000;3;0.591992670000000
0.800000000000000;3;1.92491400000000
0.800000000000000;3;1.91384200000000
0.800000000000000;3;2.04529570000000
0.800000000000000;3;1.92869360000000
0.800000000000000;3;1.22823790000000
0.800000000000000;3;0.425778530000000
0.800000000000000;3;1.01810960000000
0.800000000000000;3;0.335409220000000
0.800000000000000;3;1.01768430000000
0.800000000000000;3;0.721549780000000
0.800000000000000;3;2.48225780000000
0.800000000000000;3;3.62373460000000
0.800000000000000;3;2.21629780000000
0.800000000000000;3;2.21305580000000
0.800000000000000;3;1.51015390000000
0.800000000000000;3;2.53911630000000
0.800000000000000;3;2.29599800000000
0.800000000000000;3;1.78987360000000
0.800000000000000;3;1.07020730000000
0.800000000000000;3;1.12117970000000
0.800000000000000;3;2.36550870000000
0.800000000000000;3;0.966881420000000
0.800000000000000;3;1.71632430000000
0.800000000000000;3;2.35153210000000
0.800000000000000;3;1.23884060000000
0.800000000000000;3;1.09077770000000
0.800000000000000;3;0.322145670000000
0.800000000000000;3;0.423179440000000
0.800000000000000;3;0.847504550000000
0.800000000000000;3;0.426621890000000
0.800000000000000;3;1.50298890000000
0.800000000000000;3;1.78599100000000
0.800000000000000;3;2.05792060000000
0.800000000000000;3;1.27576790000000
0.800000000000000;3;1.24853190000000
0.800000000000000;3;1.58413300000000
0.800000000000000;3;2.15559140000000
0.800000000000000;3;1.59464240000000
0.800000000000000;3;1.71839220000000
0.800000000000000;3;1.68543700000000
0.800000000000000;3;1.94796560000000
0.800000000000000;3;1.54586990000000
0.800000000000000;3;1.49719790000000
0.800000000000000;3;1.77807430000000
0.800000000000000;3;3.00754070000000
0.800000000000000;3;2.56786090000000
0.800000000000000;3;2.40193080000000
0.800000000000000;3;2.28513070000000
0.800000000000000;3;2.87266300000000
0.800000000000000;3;2.24918950000000
0.800000000000000;3;2.60821600000000
0.800000000000000;3;2.44409920000000
0.800000000000000;3;2.89458800000000
0.800000000000000;3;2.37295840000000
0.800000000000000;3;2.00161190000000
0.800000000000000;3;1.64252410000000
0.800000000000000;3;1.53758290000000
0.800000000000000;3;2.07683680000000
0.500000000000000;3;0.741526470000000
0.500000000000000;3;0.745668670000000
0.500000000000000;3;0.749910100000000
0.500000000000000;3;0.607800780000000
0.500000000000000;3;0.655174420000000
0.500000000000000;3;0.361296560000000
0.500000000000000;3;0.299492440000000
0.500000000000000;3;0.434876030000000
0.500000000000000;3;0.451470000000000
0.500000000000000;3;0.811451950000000
0.500000000000000;3;0.392806220000000
0.500000000000000;3;0.366780690000000
0.500000000000000;3;0.441022580000000
0.500000000000000;3;0.712365670000000
0.500000000000000;3;0.640537110000000
0.500000000000000;3;0.340932440000000
0.500000000000000;3;0.283737110000000
0.500000000000000;3;0.358272890000000
0.500000000000000;3;0.289131220000000
0.500000000000000;3;0.977669780000000
0.500000000000000;3;1.50819720000000
0.500000000000000;3;1.80247560000000
0.500000000000000;3;1.51535310000000
0.500000000000000;3;1.33186680000000
0.500000000000000;3;1.87688530000000
0.500000000000000;3;1.25467690000000
0.500000000000000;3;1.27674990000000
0.500000000000000;3;1.33601360000000
0.500000000000000;3;2.06900130000000
0.500000000000000;3;3.11118440000000
0.500000000000000;3;2.19160720000000
0.500000000000000;3;3.68489320000000
0.500000000000000;3;2.68056080000000
0.500000000000000;3;3.10288230000000
0.500000000000000;3;4.25290970000000
0.500000000000000;3;4.11794640000000
0.500000000000000;3;3.37399780000000
0.500000000000000;3;2.98520710000000
0.500000000000000;3;1.76474220000000
0.500000000000000;3;1.88896170000000
0.500000000000000;3;1.96217190000000
0.500000000000000;3;2.07187780000000
0.500000000000000;3;2.55232260000000
0.500000000000000;3;2.26457030000000
0.500000000000000;3;1.59305940000000
0.500000000000000;3;1.83517300000000
0.500000000000000;3;1.44334680000000
0.500000000000000;3;1.87129670000000
0.500000000000000;3;1.19485830000000
0.500000000000000;3;1.83414040000000
0.500000000000000;3;1.52079170000000
0.500000000000000;3;2.58858090000000
0.500000000000000;3;2.77016180000000
0.500000000000000;3;1.44489400000000
0.500000000000000;3;1.92962570000000
0.500000000000000;3;1.22525330000000
0.500000000000000;3;0.925545160000000
0.500000000000000;3;1.05754870000000
0.500000000000000;3;0.354309790000000
0.500000000000000;3;0.389273920000000
0.500000000000000;3;0.918084980000000
0.500000000000000;3;0.278205000000000
0.500000000000000;3;0.357026000000000
0.500000000000000;3;2.56453400000000
0.500000000000000;3;2.63939370000000
0.500000000000000;3;2.22460730000000
0.500000000000000;3;1.77779660000000
0.500000000000000;3;2.12855980000000
0.500000000000000;3;2.53832980000000
0.500000000000000;3;3.12424180000000
0.500000000000000;3;3.01224410000000
0.500000000000000;3;1.49101980000000
0.500000000000000;3;1.49807010000000
0.500000000000000;3;1.30930780000000
0.500000000000000;3;2.25668720000000
0.500000000000000;3;1.54825660000000
0.500000000000000;3;1.22236230000000
0.500000000000000;3;1.29533620000000
0.500000000000000;3;1.74219940000000
0.500000000000000;3;1.46474900000000
0.500000000000000;3;1.63159260000000
0.500000000000000;3;4.55834230000000
0.500000000000000;3;4.22613640000000
0.500000000000000;3;3.15893260000000
0.500000000000000;3;2.48335860000000
0.500000000000000;3;2.38182340000000
0.500000000000000;3;2.20138770000000
0.500000000000000;3;2.24046830000000
0.500000000000000;3;1.36610730000000
0.500000000000000;3;1.43241980000000
0.500000000000000;3;1.46648260000000
0.500000000000000;3;2.06186900000000
0.500000000000000;3;1.34943940000000
0.500000000000000;3;0.843026890000000
0.500000000000000;3;0.860535820000000
0.500000000000000;3;0.933107660000000
1;3;1.27622470000000
1;3;1.13754930000000
1;3;0.484987900000000
1;3;1.11577350000000
1;3;1.81427840000000
1;3;0.745873330000000
1;3;1.69123160000000
1;3;1.93492510000000
1;3;0.290332080000000
1;3;0.323078780000000
1;3;0.886999780000000
1;3;0.323180000000000
1;3;0.408673000000000
1;3;0.361303000000000
1;3;0.396515240000000
1;3;0.881327080000000
1;3;0.318301560000000
1;3;0.345003560000000
1;3;0.291591220000000
1;3;0.353852500000000
1;3;2.02393590000000
1;3;1.73045410000000
1;3;1.28628810000000
1;3;0.975594990000000
1;3;0.933361330000000
1;3;1.24034200000000
1;3;1.52371890000000
1;3;1.18363610000000
1;3;1.82029060000000
1;3;2.84705660000000
1;3;2.09338760000000
1;3;2.98238990000000
1;3;3.07557210000000
1;3;2.98191070000000
1;3;2.57390920000000
1;3;3.61111730000000
1;3;3.17606900000000
1;3;2.75589520000000
1;3;0.352275330000000
1;3;1.20524600000000
1;3;0.299037290000000
1;3;0.916626470000000
1;3;0.328693440000000
1;3;0.824008560000000
1;3;0.429067780000000
1;3;0.326886670000000
1;3;0.859860160000000
1;3;0.527656840000000
1;3;0.874027110000000
1;3;1.32581120000000
1;3;1.93216190000000
1;3;1.68536540000000
1;3;1.53486790000000
1;3;0.979637000000000
1;3;0.838114570000000
1;3;1.44157330000000
1;3;0.930631030000000
1;3;0.960448000000000
1;3;1.39058330000000
1;3;1.41933110000000
1;3;1.15107470000000
1;3;0.618509780000000
1;3;0.986264670000000
1;3;0.636144220000000
1;3;0.523057560000000
